,index,entity_name,model_output
986,987,width,38.5cm
987,988,depth,30cm
988,989,width,30cm
989,990,width,10.5 in
990,991,item_weight,28 g
991,992,height,5.11in/13cm
992,993,depth,3.34in
993,994,width,8.5cm
994,995,depth,1.5 feet (45cm)
995,996,width,1.5 feet (45 cm)
996,997,item_weight,7.05 oz (200 g)
997,998,item_weight,3 OZ
998,999,item_weight,10 OZ
999,1000,voltage,120V
1000,1001,item_weight,1.2kg
1001,1002,item_weight,16LB
1002,1003,depth,3.9 in / 10 cm
1003,1004,height,3.9 in
1004,1005,item_volume,32 FL OZ
1005,1006,item_weight,The image does not provide any information regarding the item_weight.
1006,1007,height,9 cm
1007,1008,item_weight,0.18lb
1008,1009,height,22.4 cm
1009,1010,height,8.5 in
1010,1011,depth,16.25 in
1011,1012,voltage,53Wh
1012,1013,wattage,53Wh
1013,1014,item_weight,5V 2.1A
1014,1015,maximum_weight_recommendation,2000g
1015,1016,width,42cm
1016,1017,item_weight,300g
1017,1018,item_weight,The image does not provide any information about the item_weight.
1018,1019,item_weight,21 g
1019,1020,height,72.01 cm
1020,1021,depth,"11"""
1021,1022,height,"11"""
1022,1023,height,148 mm
1023,1024,depth,150 mm
1024,1025,height,44.96cm
1025,1026,item_weight,156 g
1026,1027,item_weight,454g
1027,1028,maximum_weight_recommendation,500 lbs.
1028,1029,item_weight,450 GB
1029,1030,width,17.68in
1030,1031,depth,17.68in
1031,1032,height,45 cm
1032,1033,voltage,220V 270KV
1033,1034,wattage,17W
1034,1035,voltage,12V
1035,1036,height,60 cm
1036,1037,item_volume,12 FL OZ
1037,1038,width,5cm
1038,1039,depth,5cm
1039,1040,item_volume,1.50 Ltr
1040,1041,width,70cm
1041,1042,height,129 cm
1042,1043,height,23.1 in / 60 cm
1043,1044,depth,23.1 in / 60 cm
1044,1045,height,59 cm
1045,1046,voltage,1.5V
1046,1047,item_weight,The image does not provide the item_weight of the item.
1047,1048,wattage,12W
1048,1049,voltage,12W
1049,1050,width,"48"""
1050,1051,depth,"48"""
1051,1052,width,7cm
1052,1053,item_volume,2 FL OZ
1053,1054,voltage,67V
1054,1055,width,40 cm
1055,1056,width,25 cm
1056,1057,width,5.2in
1057,1058,depth,13 cm
1058,1059,item_weight,12 OZ. (340g)
1059,1060,wattage,24V
1060,1061,voltage,24V
1061,1062,item_weight,10
1062,1063,item_weight,2125 g
1063,1064,voltage,240VAC
1064,1065,width,128 cm
1065,1066,voltage,1.5V
1066,1067,depth,23cm
1067,1068,width,44cm
1068,1069,item_weight,4.5 OZ (127g)
1069,1070,width,7.0 in
1070,1071,depth,7.0 in
1071,1072,height,4.5 in / 11.5 cm
1072,1073,width,78.7 in
1073,1074,depth,78.7 in
1074,1075,height,"2.5"""
1075,1076,depth,"2.5"""
1076,1077,height,70cm
1077,1078,height,8 1/4 inches
1078,1079,width,8 1/4 inches
1079,1080,width,15 Inches
1080,1081,depth,20.5 Inches
1081,1082,wattage,300 watts
1082,1083,item_weight,The item weight is not provided in the image.
1083,1084,width,20.41 in
1084,1085,depth,4.7 in
1085,1086,height,4.7 in
1086,1087,height,3.93 in
1087,1088,width,10cm
1088,1089,depth,3.93 in
1089,1090,item_weight,11 lbs
1090,1091,width,11.6 in
1091,1092,depth,29.5 cm
1092,1093,width,6mm
1093,1094,item_volume,12 fl oz
1094,1095,depth,6 cm
1095,1096,height,6 cm
1096,1097,width,6 cm
1097,1098,height,60.1 in
1098,1099,item_weight,1 lb (454 g)
1099,1100,item_weight,28g
1100,1101,item_weight,10.6lbs
1101,1102,height,"69"""
1102,1103,width,"5.25"""
1103,1104,item_volume,14 FL OZ
1104,1105,depth,68 cm
1105,1106,width,68 cm
1106,1107,depth,5.9in / 15cm
1107,1108,height,5.9in / 15cm
1108,1109,height,"1.18"""
1109,1110,depth,"1.18"""
1110,1111,item_volume,48 OZ
1111,1112,width,50 cm
1112,1113,height,36.5 cm
1113,1114,voltage,250mAh
1114,1115,width,192 cm
1115,1116,depth,7.47 in / 19 cm
1116,1117,width,7.47 in
1117,1118,width,25 cm
1118,1119,depth,10 in
1119,1120,height,10 in
1120,1121,height,4.71/12cm
1121,1122,depth,2.36in
1122,1123,height,75 cm
1123,1124,item_weight,2.9 kg
1124,1125,width,48cm
1125,1126,height,111.5 cm
1126,1127,wattage,5W
1127,1128,voltage,5W
1128,1129,height,18.5 cm
1129,1130,item_weight,4000 g
1130,1131,voltage,24V
1131,1132,wattage,24V
1132,1133,width,47 cm
1133,1134,depth,47 cm
1134,1135,height,47 cm
1135,1136,maximum_weight_recommendation,200lbs / .90kg
1136,1137,depth,0.8cm
1137,1138,width,0.8cm
1138,1139,width,21 cm
1139,1140,depth,21 cm
1140,1141,width,50 cm
1141,1142,height,6.7 inches
1142,1143,depth,6.7in
1143,1144,depth,7.87 in / 20 cm
1144,1145,width,2.75 in / 7 cm
1145,1146,item_weight,The image does not provide any information regarding the item_weight of the item.
1146,1147,height,23 cm
1147,1148,item_weight,The image does not provide any information regarding the item_weight.
1148,1149,voltage,The image does not provide any information regarding the voltage of the item.
1149,1150,depth,29.5cm
1150,1151,height,29.5cm
1151,1152,width,29.5cm
1152,1153,height,35 cm
1153,1154,width,24 cm
1154,1155,depth,12.7cm
1155,1156,item_volume,8.4 FL OZ
1156,1157,height,76 cm
1157,1158,depth,3.11 in
1158,1159,height,3.11 in / 7.8 cm
1159,1160,height,"34.3"""
1160,1161,height,76cm
1161,1162,depth,76cm
1162,1163,width,76cm
1163,1164,maximum_weight_recommendation,The image does not provide any information regarding the maximum weight recommendation of the item.
1164,1165,width,"108"""
1165,1166,depth,"108"""
1166,1167,height,7.9 in
1167,1168,depth,7.9in
1168,1169,width,11.6 in
1169,1170,item_weight,The item weight is not explicitly mentioned in the image.
1170,1171,width,4.5 in
1171,1172,depth,4.5 in
1172,1173,width,8cm
1173,1174,depth,8cm
1174,1175,height,160cm
1175,1176,item_weight,100/200 Gb
1176,1177,item_weight,310 g / 10.6 oz
1177,1178,height,38 cm
1178,1179,height,10.62 in / 27.00 cm
1179,1180,depth,9.84 in / 25.00 cm
1180,1181,item_volume,2.2 FL OZ
1181,1182,item_volume,25.3 FL OZ (1.58 PT) 750mL
1182,1183,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
1183,1184,width,98 cm
1184,1185,voltage,12 volt
1185,1186,item_volume,7 GALLONS
1186,1187,depth,25 in
1187,1188,width,15 inches
1188,1189,maximum_weight_recommendation,50 lbs
1189,1190,height,40mm
1190,1191,width,40mm
1191,1192,depth,40mm
1192,1193,width,180 cm
1193,1194,height,76 cm
1194,1195,height,100 cm
1195,1196,width,60 cm
1196,1197,depth,3.14in
1197,1198,height,3.14in / 8 cm
1198,1199,width,3.14in
1199,1200,width,48.26cm
1200,1201,height,48.26cm
1201,1202,maximum_weight_recommendation,200kg
1202,1203,width,72 cm
1203,1204,height,"9.8"""
1204,1205,height,6 cm
1205,1206,depth,6 cm
1206,1207,width,103.5 cm
1207,1208,depth,103.5 cm
1208,1209,depth,26 in
1209,1210,height,22 inches
1210,1211,item_weight,1575W
1211,1212,item_weight,210g
1212,1213,height,60 cm
1213,1214,voltage,1.5V
1214,1215,item_weight,14.5 OZ
1215,1216,width,60 cm
1216,1217,depth,140 cm
1217,1218,item_weight,115 grams
1218,1219,item_weight,The image does not provide the item_weight of the item.
1219,1220,depth,2.75 in
1220,1221,height,3.93 in / 10 cm
1221,1222,depth,19cm
1222,1223,height,13.5 cm
1223,1224,item_weight,0.6KG
1224,1225,height,"35.5"""
1225,1226,item_weight,11g
1226,1227,height,20cm
1227,1228,depth,20cm
1228,1229,width,20cm
1229,1230,height,24.4 cm
1230,1231,height,45 cm
1231,1232,depth,60 cm
1232,1233,depth,"16"""
1233,1234,item_weight,28g
1234,1235,width,101.6 cm
1235,1236,maximum_weight_recommendation,34 Square Feet
1236,1237,width,53cm
1237,1238,depth,53cm
1238,1239,width,"41"""
1239,1240,depth,28cm
1240,1241,item_weight,10 OZ
1241,1242,item_volume,2 fl oz (60 ml)
1242,1243,width,"14.57"""
1243,1244,depth,11.3 cm
1244,1245,width,11.3 cm
1245,1246,item_weight,The item weight is not provided in the image.
1246,1247,height,"400 cm (157.5"")"
1247,1248,depth,700 cm
1248,1249,width,5.7 in
1249,1250,height,5.7 in / 14.5 cm
1250,1251,item_volume,12 PACK
1251,1252,width,6cm
1252,1253,depth,6cm
1253,1254,item_weight,203g
1254,1255,item_weight,3.3 kg
1255,1256,maximum_weight_recommendation,350LBS
1256,1257,depth,16 inches
1257,1258,width,9.8CM
1258,1259,height,9.8CM
1259,1260,item_volume,12F L
1260,1261,depth,0.8 in / 2 cm
1261,1262,width,0.8 in / 2 cm
1262,1263,width,27 cm
1263,1264,maximum_weight_recommendation,360 lbs
1264,1265,height,"18"""
1265,1266,item_volume,12 FL OZ
1266,1267,height,45cm
1267,1268,depth,45cm
1268,1269,height,177.98 cm
1269,1270,width,35.61 cm
1270,1271,wattage,The image does not provide any information about the wattage of the item.
1271,1272,item_weight,The image does not provide any information regarding the item's weight.
1272,1273,voltage,The image does not provide any information about voltage.
1273,1274,item_volume,8.4 FL OZ
1274,1275,width,89mm
1275,1276,depth,89mm
1276,1277,height,89mm
1277,1278,wattage,100W
1278,1279,voltage,12V
1279,1280,maximum_weight_recommendation,120 kg
1280,1281,height,36 cm
1281,1282,item_weight,34.22 oz
1282,1283,item_weight,0.6lb
1283,1284,item_volume,250ml
1284,1285,item_weight,The image does not provide the item_weight of the Xiaomi Mijia Car Digital Video Recorder.
1285,1286,height,16.5 in
1286,1287,height,"35.4"""
1287,1288,height,"35.4"""
1288,1289,height,60 cm
1289,1290,item_weight,8LB
1290,1291,item_weight,170g/6oz
1291,1292,height,22cm
1292,1293,depth,22cm
1293,1294,item_weight,4.5 lbs
1294,1295,height,9.6cm
1295,1296,height,76.98 cm
1296,1297,depth,20.02 cm
1297,1298,width,7.88 in
1298,1299,depth,16.25 in
1299,1300,height,22 cm
1300,1301,height,60 cm
1301,1302,width,60 cm
1302,1303,item_weight,5.3 OZ
1303,1304,height,116.8 cm
1304,1305,wattage,750W
1305,1306,depth,93 cm
1306,1307,width,160 cm
1307,1308,depth,10.5 cm
1308,1309,voltage,30V
1309,1310,item_weight,22.45kg
1310,1311,item_weight,7 oz (200g)
1311,1312,width,"35.5"""
1312,1313,depth,2.5cm
1313,1314,width,2.5cm
1314,1315,width,15.8 in
1315,1316,depth,3.3 in
1316,1317,height,3.3 in
1317,1318,width,8 cm
1318,1319,depth,38 cm
1319,1320,height,21 cm
1320,1321,item_weight,11 g
1321,1322,depth,28.5CM
1322,1323,width,25CM
1323,1324,item_volume,60 FL OZ
1324,1325,depth,2.5 in
1325,1326,width,2.5 in
1326,1327,item_weight,1 (3.1 oz. jar)
1327,1328,item_volume,1.5 liters
1328,1329,depth,29mm
1329,1330,height,12.2 cm
1330,1331,item_weight,9.0 kg
1331,1332,maximum_weight_recommendation,30 lbs
1332,1333,item_weight,The item weight is not specified in the image.
1333,1334,width,210 CM
1334,1335,depth,90 cm
1335,1336,depth,1.85 in
1336,1337,width,1.85 in
1337,1338,height,190 cm
1338,1339,width,32 cm
1339,1340,item_weight,3.5lbs
1340,1341,width,50 cm
1341,1342,item_weight,3g
1342,1343,height,45 cm
1343,1344,height,8cm
1344,1345,width,12 in
1345,1346,depth,6.1 in
1346,1347,item_weight,33 Grams
1347,1348,voltage,12V
1348,1349,maximum_weight_recommendation,220 lbs
1349,1350,item_weight,10 OZ
1350,1351,item_weight,16 oz
1351,1352,item_weight,The item weight is 1.5 lbs.
1352,1353,voltage,120V
1353,1354,wattage,150 W
1354,1355,width,5.89in
1355,1356,depth,5.89in/15cm
1356,1357,height,6.0 in
1357,1358,depth,6.0 in
1358,1359,width,6.0 in
1359,1360,width,60 cm
1360,1361,width,"4.5"""
1361,1362,depth,"4.5"""
1362,1363,width,6mm
1363,1364,item_weight,24
1364,1365,height,30 in
1365,1366,depth,30 in
1366,1367,width,30 in
1367,1368,item_weight,12 oz (346g)
1368,1369,voltage,15.4V
1369,1370,item_weight,21 g
1370,1371,wattage,300
1371,1372,voltage,300V
1372,1373,depth,1.97 in/5cm
1373,1374,height,96 cm
1374,1375,width,34 cm
1375,1376,height,96 cm
1376,1377,height,30.48 cm
1377,1378,height,38 mm
1378,1379,depth,38 mm
1379,1380,voltage,3.7V
1380,1381,height,33.86in
1381,1382,width,16.78in
1382,1383,width,50 cm
1383,1384,depth,12.25 cm
1384,1385,item_weight,"The item_weight of the item is 15""."
1385,1386,voltage,6 volts
1386,1387,height,39cm
1387,1388,width,22 CMS
1388,1389,depth,2.5 CMS
1389,1390,height,12.75 inches
1390,1391,item_weight,500g
1391,1392,width,1600 cm
1392,1393,item_volume,1 FL OZ
1393,1394,height,76 cm
1394,1395,width,76 cm
1395,1396,width,"89"""
1396,1397,height,14 cm
1397,1398,depth,5.5 cm
1398,1399,item_volume,16g
1399,1400,height,48.01 cm
1400,1401,item_weight,1.8kg
1401,1402,height,39.8 in / 10.0 cm
1402,1403,depth,39.8 in / 10.0 cm
1403,1404,voltage,7.5V
1404,1405,height,130 cm
1405,1406,maximum_weight_recommendation,The maximum weight recommendation for the item is 4-35 lbs.
1406,1407,width,"4 5/8"""
1407,1408,item_weight,467g
1408,1409,depth,13cm
1409,1410,height,13cm
1410,1411,wattage,12V
1411,1412,voltage,12V
1412,1413,item_weight,The image does not provide the item_weight of the item.
1413,1414,wattage,500W
1414,1415,item_weight,The image does not provide the item_weight of the item.
1415,1416,height,71 cm
1416,1417,item_weight,27 kg
1417,1418,depth,11 CM
1418,1419,height,11 cm
1419,1420,width,50 cm
1420,1421,height,50 cm
1421,1422,item_weight,850g
1422,1423,maximum_weight_recommendation,850g
1423,1424,width,0.74m
1424,1425,voltage,12 cents per kWh
1425,1426,item_weight,77
1426,1427,wattage,18 Watts
1427,1428,depth,45 cm
1428,1429,width,14.4 cm
1429,1430,height,"43"" H"
1430,1431,height,"12.75"""
1431,1432,width,"3.75"""
1432,1433,height,70 x 140 cm
1433,1434,depth,70 x 140 cm
1434,1435,height,6*12cm
1435,1436,height,60 cm
1436,1437,width,120 cm
1437,1438,voltage,1.35V
1438,1439,item_weight,The item weight is not provided in the image.
1439,1440,wattage,600W
1440,1441,voltage,60V
1441,1442,depth,9 cm
1442,1443,width,25.5 cm
1443,1444,height,455 mm
1444,1445,item_weight,0.5kg
1445,1446,wattage,3042W
1446,1447,voltage,24V
1447,1448,wattage,24-26W
1448,1449,item_weight,11kg
1449,1450,height,28cm
1450,1451,item_weight,24g
1451,1452,depth,50cm
1452,1453,voltage,83.8V
1453,1454,width,17cm
1454,1455,depth,17cm
1455,1456,height,50 inch
1456,1457,width,50 inch
1457,1458,depth,50 inch
1458,1459,item_weight,3.25 lb
1459,1460,item_weight,250g
1460,1461,height,40cm
1461,1462,depth,3.3 in / 8.5 cm
1462,1463,width,3.3 in / 8.5 cm
1463,1464,width,22.5cm
1464,1465,voltage,18-28V
1465,1466,wattage,144W
1466,1467,height,23.5 cm
1467,1468,item_weight,6 oz
1468,1469,item_weight,3.5L
1469,1470,height,33cm
1470,1471,depth,33cm
1471,1472,width,50mm
1472,1473,maximum_weight_recommendation,135 KG
1473,1474,height,73 cm
1474,1475,width,20cm
1475,1476,depth,2mm
1476,1477,height,40x40 cm
1477,1478,depth,40x40 cm
1478,1479,width,40x40 cm
1479,1480,width,"40"""
1480,1481,voltage,5.0A 18V
1481,1482,width,57mm
1482,1483,height,57mm
1483,1484,depth,50mm
1484,1485,height,78 cm
1485,1486,width,78 cm
1486,1487,maximum_weight_recommendation,100kg
1487,1488,voltage,21.5V
1488,1489,voltage,18V
1489,1490,width,205mm
1490,1491,depth,50mm
1491,1492,height,157cm
1492,1493,depth,"5.42"""
1493,1494,voltage,220V
1494,1495,depth,"13.8"""
1495,1496,width,"13.8"""
1496,1497,width,44 Inch
1497,1498,maximum_weight_recommendation,300LBS
1498,1499,item_weight,8.82 oz
1499,1500,width,2.1 in / 5.5 cm
1500,1501,width,0.4 in
1501,1502,depth,0.4 in
1502,1503,width,55 cm
1503,1504,item_weight,2.4KG
1504,1505,item_weight,100g
1505,1506,width,500 mm
1506,1507,item_weight,218g
1507,1508,width,3.5in
1508,1509,height,9.5 cm
1509,1510,depth,89.9 cm
1510,1511,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
1511,1512,height,18cm
1512,1513,depth,18cm
1513,1514,height,264mm
1514,1515,voltage,The voltage of the item is not specified in the image.
1515,1516,wattage,The wattage of the item is not explicitly mentioned in the image.
1516,1517,item_weight,14.3 oz.
1517,1518,height,10.22 in
1518,1519,depth,1.97 in
1519,1520,depth,11cm
1520,1521,width,57 cm
1521,1522,voltage,12V DC
1522,1523,height,"8"""
1523,1524,depth,18cm
1524,1525,width,18cm
1525,1526,item_weight,9.7 cm
1526,1527,height,"33.9"""
1527,1528,item_weight,200g
1528,1529,item_weight,397 g
1529,1530,width,"71.26"""
1530,1531,height,"33.27"""
1531,1532,item_weight,2.1 oz (56 g)
1532,1533,height,3-5 inches
1533,1534,depth,2 inches
1534,1535,wattage,400 W
1535,1536,item_weight,The item weight is not provided in the image.
1536,1537,voltage,120V
1537,1538,height,11.8in/30cm
1538,1539,depth,11.8in/30cm
1539,1540,width,5CM
1540,1541,depth,5CM
1541,1542,item_volume,16.5 OZ
1542,1543,item_volume,500 mL (16.9 fl oz)
1543,1544,voltage,The image does not provide any information about the voltage of the item.
1544,1545,width,220cm
1545,1546,height,70 cm
1546,1547,voltage,The image does not provide any information about the voltage of the item.
1547,1548,maximum_weight_recommendation,800 LBS
1548,1549,item_weight,The image does not provide the item_weight of the item.
1549,1550,wattage,11.1W
1550,1551,voltage,11.1V
1551,1552,depth,3.15in
1552,1553,maximum_weight_recommendation,330LBS
1553,1554,item_weight,5.1 oz
1554,1555,item_weight,4.8 OZ
1555,1556,wattage,The image does not provide any information about the wattage of the item.
1556,1557,voltage,12V
1557,1558,depth,2.4 in / 6.0 cm
1558,1559,width,2.4 in
1559,1560,height,2.4 in / 6.0 cm
1560,1561,item_weight,500g
1561,1562,maximum_weight_recommendation,150kg / 330lbs
1562,1563,width,24 cm
1563,1564,height,26.4cm
1564,1565,width,7.2cm
1565,1566,voltage,E26*2
1566,1567,depth,4.2 cm
1567,1568,width,2.5 in / 6.5 cm
1568,1569,height,1.6 in / 4.2 cm
1569,1570,depth,160cm
1570,1571,width,57.66cm
1571,1572,item_weight,1.6 kg
1572,1573,item_weight,4 OZ.
1573,1574,maximum_weight_recommendation,The image does not provide a maximum weight recommendation for the item.
1574,1575,item_weight,27.2g
1575,1576,height,70mm
1576,1577,depth,70mm
1577,1578,maximum_weight_recommendation,Up to 22Lbs
1578,1579,wattage,800 W
1579,1580,voltage,120V
1580,1581,item_weight,The item weight is not provided in the image.
1581,1582,item_weight,450 watt
1582,1583,wattage,450 watt
1583,1584,depth,35cm
1584,1585,height,35cm
1585,1586,width,35cm
1586,1587,depth,100mm
1587,1588,width,25.8mm
1588,1589,depth,5.7 in
1589,1590,height,5.7 in
1590,1591,width,5.7 in
1591,1592,height,13.8 inches
1592,1593,width,"42"" / 107cm"
1593,1594,depth,107cm
1594,1595,height,"42"" / 107cm"
1595,1596,item_volume,0.67 FL. OZ.
1596,1597,depth,L150cm
1597,1598,height,L150cm
1598,1599,depth,15cm
1599,1600,height,166cm
1600,1601,width,30cm
1601,1602,depth,15cm
1602,1603,height,15cm
1603,1604,depth,40mm
1604,1605,item_weight,The image does not provide the item_weight of the item.
1605,1606,height,22mm
1606,1607,height,97cm
1607,1608,width,3.25 in
1608,1609,height,3.25 in
1609,1610,depth,3.25 in
1610,1611,height,76 cm
1611,1612,height,5.0 cm
1612,1613,depth,3.9 in
1613,1614,width,3.9 in
1614,1615,maximum_weight_recommendation,350 lbs
1615,1616,depth,6.48in
